Product ID,TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,Printing,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
652787,8925557,Riftbound: League of Legends Trading Card Game,Origins,Dangerous Duo,,016/298,Uncommon,Near Mint,Normal,0.08,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652787_in_200x200.jpg
652928,8926647,Riftbound: League of Legends Trading Card Game,Origins,Spoils of War,,144/298,Uncommon,Near Mint,Normal,0.14,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652928_in_200x200.jpg
652885,8926317,Riftbound: League of Legends Trading Card Game,Origins,Retreat,,104/298,Uncommon,Near Mint,Normal,0.55,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652885_in_200x200.jpg
652907,8926442,Riftbound: League of Legends Trading Card Game,Origins,Arena Bar,,124/298,Common,Near Mint,Normal,0.09,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652907_in_200x200.jpg
652919,8926557,Riftbound: League of Legends Trading Card Game,Origins,Pakaa Cub,,135/298,Common,Near Mint,Normal,0.09,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652919_in_200x200.jpg
653003,8927182,Riftbound: League of Legends Trading Card Game,Origins,Daring Poro,,210/298,Common,Near Mint,Normal,0.09,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653003_in_200x200.jpg
652964,8926897,Riftbound: League of Legends Trading Card Game,Origins,Shipyard Skulker,,175/298,Common,Near Mint,Normal,0.07,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652964_in_200x200.jpg
652828,8925857,Riftbound: League of Legends Trading Card Game,Origins,Stalwart Poro,,052/298,Common,Near Mint,Normal,0.11,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652828_in_200x200.jpg
652871,8926177,Riftbound: League of Legends Trading Card Game,Origins,Orb of Regret,,090/298,Common,Near Mint,Normal,0.08,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652871_in_200x200.jpg
652808,8925707,Riftbound: League of Legends Trading Card Game,Origins,Vayne - Hunter,,035/298,Rare,Near Mint,Foil,0.37,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652808_in_200x200.jpg
653012,8927267,Riftbound: League of Legends Trading Card Game,Origins,Vanguard Captain,,218/298,Common,Near Mint,Normal,0.14,,,,,2,,https://tcgplayer-cdn.tcgplayer.com/product/653012_in_200x200.jpg
652927,8926637,Riftbound: League of Legends Trading Card Game,Origins,Pirate's Haven,,143/298,Uncommon,Near Mint,Normal,0.09,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652927_in_200x200.jpg
652973,8926987,Riftbound: League of Legends Trading Card Game,Origins,The Syren,,184/298,Uncommon,Near Mint,Normal,0.18,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652973_in_200x200.jpg
652887,8926337,Riftbound: League of Legends Trading Card Game,Origins,Sprite Mother,,106/298,Uncommon,Near Mint,Normal,0.27,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652887_in_200x200.jpg
652967,8926927,Riftbound: League of Legends Trading Card Game,Origins,Undercover Agent,,178/298,Common,Near Mint,Normal,0.05,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652967_in_200x200.jpg
653010,8927247,Riftbound: League of Legends Trading Card Game,Origins,Soaring Scout,,216/298,Common,Near Mint,Normal,0.15,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653010_in_200x200.jpg
652771,8925402,Riftbound: League of Legends Trading Card Game,Origins,Blazing Scorcher,,001/298,Common,Near Mint,Normal,0.09,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652771_in_200x200.jpg
652826,8925837,Riftbound: League of Legends Trading Card Game,Origins,Rune Prison,,050/298,Common,Near Mint,Normal,0.09,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652826_in_200x200.jpg
653063,8927582,Riftbound: League of Legends Trading Card Game,Origins,Viktor - Herald of the Arcane,,265/298,Rare,Near Mint,Foil,0.21,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653063_in_200x200.jpg
653059,8927562,Riftbound: League of Legends Trading Card Game,Origins,Leona - Radiant Dawn,,261/298,Rare,Near Mint,Foil,0.26,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653059_in_200x200.jpg
653051,8927522,Riftbound: League of Legends Trading Card Game,Origins,Darius - Hand of Noxus,,253/298,Rare,Near Mint,Foil,0.23,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653051_in_200x200.jpg
653047,8927502,Riftbound: League of Legends Trading Card Game,Origins,Volibear - Relentless Storm,,249/298,Rare,Near Mint,Foil,0.23,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653047_in_200x200.jpg
652777,8925462,Riftbound: League of Legends Trading Card Game,Origins,Fury Rune,,007/298,Common,Near Mint,Normal,0.14,,,,,2,,https://tcgplayer-cdn.tcgplayer.com/product/652777_in_200x200.jpg
652869,8926162,Riftbound: League of Legends Trading Card Game,Origins,Mind Rune,,089/298,Common,Near Mint,Normal,0.15,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652869_in_200x200.jpg
653007,8927222,Riftbound: League of Legends Trading Card Game,Origins,Order Rune,,214/298,Common,Near Mint,Normal,0.14,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653007_in_200x200.jpg
652917,8926537,Riftbound: League of Legends Trading Card Game,Origins,Flurry of Blades,,133/298,Common,Near Mint,Normal,0.13,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652917_in_200x200.jpg
653028,8927407,Riftbound: League of Legends Trading Card Game,Origins,Harnessed Dragon,,234/298,Rare,Near Mint,Foil,1.92,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653028_in_200x200.jpg
652874,8926207,Riftbound: League of Legends Trading Card Game,Origins,Smoke Screen,,093/298,Common,Near Mint,Normal,0.18,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/652874_in_200x200.jpg
653006,8927212,Riftbound: League of Legends Trading Card Game,Origins,Hidden Blade,,213/298,Common,Near Mint,Normal,0.81,,,,,1,,https://tcgplayer-cdn.tcgplayer.com/product/653006_in_200x200.jpg
